"Var1"	"Freq"
"242"	"genkwanin"	11
"243"	"isoflavanone"	11
"244"	"kurarinone"	11
"245"	"liquiritin"	11
"246"	"lobaric acid"	11
"247"	"myricitrin"	11
"248"	"orientin"	11
"249"	"panduratin A"	11
"250"	"protoapigenone"	11
"251"	"quercetin-3-O-rutinoside"	11
"252"	"sesamol"	11
"253"	"sulfuretin"	11
"254"	"tiliroside"	11
"255"	"trilobatin"	11
"256"	"1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane"	10
"257"	"2',4'-dihydroxychalcone"	10
"258"	"3,5,2',4'-tetrahydroxychalcone"	10
"259"	"4-dodecylaminophenol"	10
"260"	"5,7-dihydroxy-6,3',4'-trimethoxyflavone"	10
"261"	"7-hydroxyflavone"	10
"262"	"asarone"	10
"263"	"BF6-6 biflavone"	10
"264"	"calix(4)arene"	10
"265"	"delphinidin 3-O-glucopyranoside"	10
"266"	"guaiacylglycerol-beta-coniferyl ether"	10
"267"	"Halogenated Diphenyl Ethers"	10
"268"	"hirsutenone"	10
"269"	"isovitexin"	10
"270"	"kaempferide"	10
"271"	"N-hydroxy-5-ethoxymethyloxy-2-methyl-4-(4-phenoxybenzoyl)aminopentanamide"	10
"272"	"orsellinic acid"	10
"273"	"peonidin 3-glucoside"	10
"274"	"quercetin 3-O-alpha-rhamnopyranoside-7-O-beta-D-glucopyranosyl-(1-3)-alpha-L-rhamnopyranoside"	10
"275"	"rotenolone"	10
"276"	"salvigenin"	10
"277"	"Sulfobromophthalein"	10
"278"	"tectochrysin"	10
"279"	"tesmilifene"	10
"280"	"thiophenol"	10
"281"	"xanthoangelol"	10
"282"	"2'-hydroxy-3,4,3',4',6'-pentamethoxychalcone"	9
"283"	"2'-hydroxychalcone"	9
"284"	"2',3'-dimethoxyflavanone"	9
"285"	"2',4',7-trihydroxyisoflavone"	9
"286"	"2,4-di-tert-butylphenol"	9
"287"	"4-nonylphenol"	9
"288"	"8-(N,N-diethylamino)octyl-3,4,5-trimethoxybenzoate"	9
"289"	"8-bromo-7-methoxychrysin"	9
"290"	"adipostatin A"	9
"291"	"aminoflavone"	9
"292"	"amorfrutin A"	9
"293"	"artemetin"	9
"294"	"bis-1,7-(2-hydroxyphenyl)-hepta-1,6-diene-3,5-dione"	9
"295"	"boesenbergin A"	9
"296"	"CA 432"	9
"297"	"casticin"	9
"298"	"corilagin"	9
"299"	"creosol"	9
"300"	"glyceollin"	9
"301"	"gnetin H"	9
"302"	"herbacetin"	9
"303"	"ipriflavone"	9
"304"	"luteolin-7-O-glucoside"	9
"305"	"malabaricone A"	9
"306"	"metochalcone"	9
"307"	"Pentachlorophenol"	9
"308"	"pentagalloylglucose"	9
"309"	"peonidin"	9
"310"	"petunidin"	9
"311"	"phenoxy radical"	9
"312"	"quercetin-3-O-neohesperidose"	9
"313"	"quercetin 3-O-glucuronide"	9
"314"	"terameprocol"	9
"315"	"2'-hydroxyflavone"	8
"316"	"2',4'-dihydroxy-6'-methoxy-3',5'-dimethylchalcone"	8
"317"	"2-(3-chloro-4-hydroxyphenyl)-2-(4-hydroxyphenyl)propane"	8
"318"	"2-amino-5-methylphenol"	8
"319"	"2,2',4,4'-tetrabromodiphenyl ether"	8
"320"	"2,4-bis(p-hydroxyphenyl)-2-butenal"	8
"321"	"2,6-di-tert-butylphenol"	8
"322"	"3'-formyl-4',6'-dihydroxy-2'-methoxy-5'-methylchalcone"	8
"323"	"3-hydroxy-4,3',4',5'-tetramethoxychalcone"	8
"324"	"4-(3-thioxo-3H-1,2-dithiol-5-yl)phenyl 2-((4-(nitrooxy)butanoyl)oxy)benzoate"	8
"325"	"4-hydroxyderricin"	8
"326"	"4-octylphenol"	8
"327"	"8-gingerol"	8
"328"	"bavachinin"	8
"329"	"Benzoflavones"	8
"330"	"bis(4-nitrophenyl)phosphate"	8
"331"	"cardanol"	8
"332"	"cirsilineol"	8
"333"	"cirsiliol"	8
"334"	"dihydroguaiaretic acid"	8
"335"	"FLLL 32"	8
"336"	"Geraniin"	8
"337"	"gigantol"	8
"338"	"hispolon"	8
"339"	"hyperforin"	8
"340"	"isokaempferide"	8
"341"	"isosakuranetin"	8
"342"	"kaempferol 3-O-rhamnoside"	8
"343"	"linderone A"	8
"344"	"luteolin-7-O-glucuronide"	8
"345"	"neohesperidin"	8
"346"	"Nitrophenols"	8
"347"	"obovatol"	8
"348"	"octyl gallate"	8
"349"	"orcinol"	8
"350"	"procyanidin B"	8
"351"	"prodelphinidin B-2 3'-O-gallate"	8
"352"	"quercetin-3'-O-beta-D-glucopyranoside"	8
"353"	"quercetin 3'-O-glucoside"	8
"354"	"salophen"	8
"355"	"sanguiin H-5"	8
"356"	"thiosalicylic acid"	8
"357"	"vescalagin"	8
"358"	"vineatrol"	8
"359"	"zapotin"	8
"360"	"(2S)-8-formyl-5-hydroxy-7-methoxy-6-methylflavanone"	7
"361"	"1,2-dihydroxy-4'-chlorobiphenyl"	7
"362"	"2',5'-dimethoxychalcone"	7
"363"	"2-aminophenol"	7
"364"	"2-methoxyestrone"	7
"365"	"2,5-dichloro-4-bromophenol"	7
"366"	"3',4'-dimethoxyflavone"	7
"367"	"3-(3,4-dimethoxyphenyl)-1-(5-hydroxy-2,2-dimethyl-2H-chromen-6-yl)prop-2-en-1-one"	7
"368"	"3-hydroxy-4-prenyl-5-methoxystilbene-2-carboxylic acid"	7
"369"	"3-O-methylgallic acid"	7
"370"	"3,3',4,4',5,5'-hexahydroxystilbene"	7
"371"	"3,5-di-tert-butyl-4-hydroxyanisole"	7
"372"	"3,7-dihydroxyflavone"	7
"373"	"3,7-O-dimethylquercetin"	7
"374"	"4-(3-hydroxy-4-methoxyphenyl)-3-(4-hydroxyphenyl)-1-(3,4,5-trimethoxyphenyl)azetidin-2-one"	7
"375"	"4,3',4',5'- tetramethoxychalcone"	7
"376"	"5-(2'-oxoheptadecyl)resorcinol"	7
"377"	"5-(2'-oxononadecyl)resorcinol"	7
"378"	"5-(3-methoxy-4-((4-methoxybenzyl)oxy)benzyl)pyrimidine-2,4-diamine"	7
"379"	"5-hydroxy-6,7-dimethoxyflavone"	7
"380"	"7-monohydroxyethylrutoside"	7
"381"	"7,7''-dimethoxyagastisflavone"	7
"382"	"amorphigenin"	7
"383"	"ardisiphenol D"	7
"384"	"catechol estrogen 3,4-quinone"	7
"385"	"cyanidin 3-rutinoside"	7
"386"	"diffractaic acid"	7
"387"	"ellagitannin"	7
"388"	"estragole"	7
"389"	"ethyl O-(N-(4-carboxyphenyl)carbamoyl)mycophenolate"	7
"390"	"glycitin"	7
"391"	"hylin"	7
"392"	"licochalcone E"	7
"393"	"lyoniresinol"	7
"394"	"methyl orsellinate"	7
"395"	"millepachine"	7
"396"	"neoisoliquiritin"	7
"397"	"nifuroxazide"	7
"398"	"octylphenol"	7
"399"	"Parabens"	7
"400"	"peflavit"	7
"401"	"pentabromodiphenyl ether"	7
"402"	"Phenyl Ethers"	7
"403"	"pomiferin"	7
"404"	"Probucol"	7
"405"	"quercetin 3-O-methyl ether"	7
"406"	"quercetin 7-rhamnoside"	7
"407"	"quracol B"	7
"408"	"sakuranetin"	7
"409"	"sinensetin"	7
"410"	"tectoridin"	7
"411"	"vexibinol"	7
"412"	"vitexin-2-O-xyloside"	7
"413"	"xanthorrhizol"	7
"414"	"(10)-shogaol"	6
"415"	"16-hydroxyestrone"	6
"416"	"2',4'-dihydroxy-3,4,5-trimethoxychalcone"	6
"417"	"2-methoxy-4-hydroxy-6-pentadecyl-benzene-1-O-acetate"	6
"418"	"2-methoxybenzoic acid"	6
"419"	"2,3-difluoro phenol"	6
"420"	"2,3,5-trihydroxybenzoic acid"	6
"421"	"2,4-diacetylphloroglucinol"	6
"422"	"2,5-dihydroxybenzoic acid"	6
"423"	"2,6-di-tert-butyl-4-methylphenol"	6
"424"	"2R,3R-3,5,6,7,8,4'-hexahydroxyflavane"	6
"425"	"2S,3S-3,5,7,3',5'-pentahydroxyflavane"	6
"426"	"3',4',5'-trimethoxyflavonol"	6
"427"	"3-hydroxyphloretin"	6
"428"	"3,5-di-tert-butyl-4-hydroxytoluene"	6
"429"	"3,5-dihydroxybenzyl alcohol"	6
"430"	"3,5,6-trihydroxy-4',7'-dimethoxyflavone"	6
"431"	"4'-methoxychalcone"	6
"432"	"4'-methoxyflavone"	6
"433"	"4'-O-methylnyasol"	6
"434"	"4-nerolidylcatechol"	6
"435"	"5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)-7-(5-methylfuran-2-yl)hepta-1,4,6-trien-3-one"	6
"436"	"5-methoxy-6-methylflavan-7-ol"	6
"437"	"5,2',4'-trihydroxy-6,7,5'-trimethoxyflavone"	6
"438"	"5,4'-dihydroxy-(3'',4''-dihydro-3'',4''-dihydroxy)-2'',2''-dimethylpyrano(5'',6''-7,8)flavone"	6
"439"	"5,7,2',3'-tetrahydroxyflavone"	6
"440"	"5,7,4'-trihydroxy-3'-(3-hydroxy-3-methylbutyl)isoflavone"	6
"441"	"5,7,4'-trimethylapigenin"	6
"442"	"6-hydroxyluteolin"	6
"443"	"6-methylflavone"	6
"444"	"7-hydroxy-6-methoxyflavanone"	6
"445"	"8-hydroxy-3,4',5,6,7-pentamethoxyflavone"	6
"446"	"acacetin-7-O-glucoside"	6
"447"	"Aminophenols"	6
"448"	"amurensin G"	6
"449"	"ardisiphenol A"	6
"450"	"artonin B"	6
"451"	"artonin E"	6
"452"	"arvanil"	6
"453"	"baeomycesic acid"	6
"454"	"beta-resorcylic acid"	6
"455"	"caftaric acid"	6
"456"	"centaureidin"	6
"457"	"chalcone epoxide"	6
"458"	"Chlorophenols"	6
"459"	"chrysosplenol D"	6
"460"	"curcumin III"	6
"461"	"cyanidin 3-galactoside"	6
"462"	"dihydrocapsaicin"	6
"463"	"elemicin"	6
"464"	"epigallocatechin-3-(3''-O-methyl)gallate"	6
"465"	"ethyl protocatechuate"	6
"466"	"eupatorin"	6
"467"	"ganhuangenin"	6
"468"	"glucogallin"	6
"469"	"hesperidin methylchalcone"	6
"470"	"Hexachlorophene"	6
"471"	"irigenin"	6
"472"	"isoacteoside"	6
"473"	"isorhamnetin 3-O-glucoside"	6
"474"	"isoscutellarein"	6
"475"	"kaempferol-7-methyl ether"	6
"476"	"kaempferol 3-O-(2''-O-glucosyl)rutinoside"	6
"477"	"kaempferol 3-O-(3'',6''-di-O-E-p-coumaroyl)-beta-D-glucopyranoside"	6
"478"	"kaempherol 3-O-beta-rhamnopyranosyl (1-6)-beta-D-glucopyranoside"	6
"479"	"lauryl gallate"	6
"480"	"licochalcone B"	6
"481"	"malvidin-3-glucoside"	6
"482"	"myricetin 3-O-(2'',3''-di-O-galloyl)rhamnopyranoside"	6
"483"	"N-methyl-4-aminophenol"	6
"484"	"N1-hydroxy-N8-(4-phenoxyphenyl)octanediamide"	6
"485"	"neobavaisoflavone"	6
"486"	"nymphaeol C"	6
"487"	"p-decylaminophenol"	6
"488"	"pelargonidin-3-glucoside"	6
"489"	"pro-F-EGCG2"	6
"490"	"protocatechuic acid methyl ester"	6
"491"	"prunetin"	6
"492"	"rhamnazin"	6
"493"	"rooperol"	6
"494"	"sophoflavescenol"	6
"495"	"swertisin"	6
"496"	"tamarixetin"	6
"497"	"tanacin"	6
"498"	"tricin 4'-O-(erythro-beta-guaiacylglyceryl) ether"	6
"499"	"tricin 4'-O-(threo-beta-guaiacylglyceryl) ether"	6
"500"	"yakuchinone-A"	6
"501"	"Zeranol"	6
"502"	"(1E,4E)-1,5-bis(2-methoxyphenyl)penta-1,4-dien-3-one"	5
"503"	"(2'R)-4'-hydroxyemoroidocarpan"	5
"504"	"(2E,4E)-1-(2-hydroxyphenyl)-5-phenylpenta-2,4-dien-1-one"	5
"505"	"(2R,4R)-2',4'-dihydroxy-5,7-dimethoxyflavan-4-ol"	5
"506"	"(2S)-3',4',5'-trimethoxyflavanone"	5
"507"	"1,5-bis(2-hydroxyphenyl)-1,4-pentadien-3-one"	5
"508"	"1,5-bis(2-methoxyphenyl)penta-1,4-dien-3-one"	5
"509"	"1,6-di-O-galloyl-beta-D-glucose"	5
"510"	"2',3,4,4'-tetrahydroxy-5-prenylchalcone"	5
"511"	"2',5'-dihydroxychalcone"	5
"512"	"2-(4-(dimethylamino)phenyl)-7,8-dihydroxy-4H-chromen-4-one"	5
"513"	"2-isopropyl-5-methylphenol"	5
"514"	"2,2-bis(4-hydroxyphenyl)-1,1,1-trichloroethane"	5
"515"	"2,4,6-tri-tert-butylphenol"	5
"516"	"2,6-di-tert-butyl-4-hydroxy-4-methyl-2,5-cyclohexadien-1-one"	5
"517"	"3'-O-beta-D-glucopyranosyl rosmarinic acid"	5
"518"	"3',4',7-trihydroxyisoflavone"	5
"519"	"3',5'-di-C-glucopyranosylphloretin"	5
"520"	"3-dimethylaminophenol"	5
"521"	"3-fluoro-5-hydroxy-7-acetoxyflavone"	5
"522"	"3-methylcatechol"	5
"523"	"3,4-dixydroxyphenylethanol elenolic acid"	5
"524"	"4'-hydroxy-7-methoxyflavan"	5
"525"	"4-(2-hydroxyphenyl)but-3-en-2-one"	5
"526"	"4-(S-cysteinyl)epicatechin 3-O-gallate"	5
"527"	"4-hydroxyphenyl tert-butylnitrone"	5
"528"	"4-tert-octylphenol"	5
"529"	"4,4',4''-(4-propyl-((1)H)-pyrazole-1,3,5-triyl) tris-phenol"	5
"530"	"5-hydroxy-2-(1'-hydroxy-4'-oxo-cyclohex-2'-en-1'-yl)-6,7-dimethoxy-2,3-dihydro-4H-chromen-4-one"	5
"531"	"5-hydroxy-7-methoxyflavone-(4' -O-8'')-5'',7''-dihydroxy-4'''-methoxyflavone"	5
"532"	"5,2'-dihydroxy-7,8-dimethoxy-dihydroflavonol-3-O-acetate"	5
"533"	"5,7-dihydroxy-2-(1,2-isopropyldioxy-4-oxo-cyclohex-5-enyl)-chromen-4-one"	5
"534"	"5,7,2'-trihydroxyflavone"	5
"535"	"5,7,2',6'-tetrahydroxy-6-lavandulylated-flavanone"	5
"536"	"6-methylapigenin"	5
"537"	"6,7-dihydroxyflavone"	5
"538"	"6,7,4'-trihydroxyisoflavone"	5
"539"	"7-O-geranylquercetin"	5
"540"	"8-methoxyvestitol"	5
"541"	"artocarpesin"	5
"542"	"artochamin H"	5
"543"	"baohuoside II"	5
"544"	"bastadin 4"	5
"545"	"benzyl-2,6-dimethoxybenzoate"	5
"546"	"benzyl 2-hydroxy-3,6-dimethoxybenzoate"	5
"547"	"betuletol 3-methyl ether"	5
"548"	"bolusanthol C"	5
"549"	"breviscapine"	5
"550"	"Cancell"	5
"551"	"carthamidin"	5
"552"	"casuarinin"	5
"553"	"chebulinic acid"	5
"554"	"chrysoeriol 7-O-(2'''-O-caffeoyl-beta-D-glucopyranosyl-(1-2)-beta-d-glucopyranoside)"	5
"555"	"cinnamtannin A2"	5
"556"	"climacostol"	5
"557"	"Clofenapate"	5
"558"	"Clofibric Acid"	5
"559"	"cudraflavone B"	5
"560"	"curvularin"	5
"561"	"cyanidin-3-O-beta-glucopyranoside"	5
"562"	"decabromobiphenyl ether"	5
"563"	"didymin"	5
"564"	"digalloylresveratrol"	5
"565"	"dimethoxycurcumin"	5
"566"	"diosmetin-7-O-xylopyranosyl-1-6-glucopyranoside"	5
"567"	"duartin"	5
"568"	"epimedin C"	5
"569"	"epipervilline"	5
"570"	"euchrenone b10"	5
"571"	"euchrestaflavanone B"	5
"572"	"eupomatenoid 5"	5
"573"	"farnesyl-O-acetylhydroquinone"	5
"574"	"Flavin7"	5
"575"	"flavonoid cycloartobiloxanthone"	5
"576"	"fustin"	5
"577"	"Gemfibrozil"	5
"578"	"geranyl-O-acetylhydroquinone"	5
"579"	"Hydroxyestrones"	5
"580"	"hydroxysafflor yellow A"	5
"581"	"juglanin"	5
"582"	"kaempferol-7-O-alpha-L-rhamnopyranoside"	5
"583"	"kazinol B"	5
"584"	"LQB 118"	5
"585"	"LYG 202"	5
"586"	"malabaricone C"	5
"587"	"ME-344"	5
"588"	"myristicin"	5
"589"	"n-hexyl vanillate"	5
"590"	"O-desmethylangolensin"	5
"591"	"O 1602"	5
"592"	"oenothein B"	5
"593"	"oligonol"	5
"594"	"oroxin B"	5
"595"	"Pactamycin"	5
"596"	"phenylhydroquinone"	5
"597"	"pongavilleanine"	5
"598"	"quercetin-3-O-alpha-arabinofuranoside"	5
"599"	"quercetin-3-O-beta-D-galactopyranoside"	5
"600"	"salazinic acid"	5
"601"	"sanguiin H 6"	5
"602"	"sigmoidin B"	5
"603"	"sinapyl alcohol 9-O-(E)-p-coumaroyl-4-O-beta-D-glucopyanoside"	5
"604"	"succinyldisalicylic acid"	5
"605"	"tephrosin"	5
"606"	"theaflavin digallate"	5
"607"	"vicanicin"	5
"608"	"vicenin"	5
"609"	"xanthohumol D"	5
"610"	"zinc 3,5-diisopropylsalicylate"	5
"611"	"(2R,3S)-guibourtinidol-3-O-alpha-D-apiofuranosyl-(1-6)-O-beta-D-glucopyranoside"	4
"612"	"(3S)-5-guaiacyl-3-hydroxypentanoic acid"	4
"613"	"(8)-shogaol"	4
"614"	"1,1-bis(3'-indolyl)-1-(p-anisyl)methane"	4
"615"	"1,2,4,5-tetrahydroxybenzene"	4
"616"	"1,2,6-tri-O-galloyl-beta-D-glucopyranose"	4
"617"	"1,3,4,5-tetra-O-galloylquinic acid"	4
"618"	"1,3,6-tri-O-galloylglucopyranose"	4
"619"	"1,4-naphthohydroquinone"	4
"620"	"1,4-O-diferuloylsecoisolariciresinol"	4
"621"	"1,5-bis(3-hydroxyphenyl)-1,4-pentadiene-3-one"	4
"622"	"2',6'-dihydroxy-4'-methoxychalcone"	4
"623"	"2-(3',4'-dihydroxyphenyl)-5,7-dihydroxy-3-(2'',6''-di-O-(3'''-(4-fluorophenylpropanoyl)))galactosyl-4H-chromen-4-one"	4
"624"	"2-hydroxyestrone"	4
"625"	"2-hydroxynaringenin 4'-O-beta-D-glucopyranoside"	4
"626"	"2-methoxy-1,4-hydroquinone"	4
"627"	"2-O-methylpyrogallol"	4
"628"	"2-tert-butyl-4-hydroxyanisole"	4
"629"	"2-tert-butylphenol"	4
"630"	"2,4-D n-butyl ester"	4
"631"	"2,4-dihydroxybenzylamine"	4
"632"	"2,6-Dichloroindophenol"	4
"633"	"3'-chloro-5,7-dimethoxyisoflavone"	4
"634"	"3',4'-didemethylnobiletin"	4
"635"	"3',4',7-trimethoxyflavone"	4
"636"	"3',4-O-dimethylcedrusin"	4
"637"	"3-(2-chlorophenyl)-1-(2,4-dihydroxyphenyl)prop-2-en-1-one"	4
"638"	"3-(4-chlorophenyl)adamantane-1-carboxylic acid 3,4-dihydroxybenzylamide"	4
"639"	"3-(4-hydroxyphenyl)propanol"	4
"640"	"3-aminoflavone"	4
"641"	"3-cinnamoyltribuloside"	4
"642"	"3-hydroxy-1-(4'-hydroxy-3'-methoxy-phenyl)-hexan-5-one"	4
"643"	"3-hydroxy-7-geranyloxyflavone"	4
"644"	"3-hydroxybakuchiol"	4
"645"	"3-methoxysalicylic acid"	4
