"id_polifenol"	"polifenol"	"id_cancer"	"cancer"	"quant"	"pmids"
"2294"	"4544"	"tiliroside"	"527"	"Prostate Cancer"	3	"17475387,26569200,26610436"
"2295"	"7437"	"kaempferol-3-O-rutinoside"	"527"	"Prostate Cancer"	1	"26810568"
"2296"	"1675"	"catechol estrogen 3,4-quinone"	"527"	"Prostate Cancer"	1	"23994691"
"2297"	"2168"	"beta-resorcylic acid"	"527"	"Prostate Cancer"	1	"21796577"
"2298"	"2471"	"oenothein B"	"527"	"Prostate Cancer"	5	"10403559,23436427,23738732,16492533,28454190"
"2299"	"7422"	"kaempferide"	"527"	"Prostate Cancer"	1	"24859601"
"2300"	"6684"	"eupafolin"	"527"	"Prostate Cancer"	2	"27582546,24700667"
"2301"	"2173"	"atranorin"	"527"	"Prostate Cancer"	2	"22063921,28095330"
"2302"	"5841"	"2',6'-dihydroxy-4'-methoxychalcone"	"527"	"Prostate Cancer"	2	"27900636,20714300"
"2303"	"5063"	"4',7-dihydroxy-3'-methoxy-5'-prenylflavanone"	"527"	"Prostate Cancer"	1	"17726738"
"2304"	"1509"	"8-gingerol"	"527"	"Prostate Cancer"	2	"23441614,24431413"
"2305"	"58"	"Nitrophenols"	"527"	"Prostate Cancer"	1	"26780698"
"2306"	"3606"	"5-(3-methoxy-4-((4-methoxybenzyl)oxy)benzyl)pyrimidine-2,4-diamine"	"527"	"Prostate Cancer"	1	"24662052"
"2307"	"818"	"4,4'-isopropylidene diphenol"	"527"	"Prostate Cancer"	2	"19053086,21892919"
"2308"	"4558"	"2'-hydroxyflavone"	"527"	"Prostate Cancer"	2	"26235140,27765854"
"2309"	"5814"	"2',4'-dihydroxychalcone"	"527"	"Prostate Cancer"	1	"26788200"
"2310"	"7169"	"apigenin-6,8-di-C-glycopyranoside"	"527"	"Prostate Cancer"	2	"21803027,28359741"
"2311"	"7427"	"kaempferol 3-O-rhamnoside"	"527"	"Prostate Cancer"	1	"25469259"
"2312"	"5141"	"6-prenylnaringenin"	"527"	"Prostate Cancer"	2	"16678392,17726738"
"2313"	"2339"	"3-O-methylgallic acid"	"527"	"Prostate Cancer"	2	"19731038,25230777"
"2314"	"1492"	"hirsutenone"	"527"	"Prostate Cancer"	1	"25213146"
"2315"	"4548"	"artemetin"	"527"	"Prostate Cancer"	1	"22429052"
"2316"	"273"	"bis(4-nitrophenyl)phosphate"	"527"	"Prostate Cancer"	1	"19339378"
"2317"	"5941"	"3-hydroxy-4,3',4',5'-tetramethoxychalcone"	"527"	"Prostate Cancer"	1	"28838697"
"2318"	"5720"	"4,3',4',5'- tetramethoxychalcone"	"527"	"Prostate Cancer"	1	"28838697"
"2319"	"5827"	"4'-methoxychalcone"	"527"	"Prostate Cancer"	1	"20623631"
"2320"	"2336"	"octyl gallate"	"527"	"Prostate Cancer"	2	"29468843,27163852"
"2321"	"6717"	"irigenin"	"527"	"Prostate Cancer"	1	"15538285"
"2322"	"6031"	"2',3'-dimethoxyflavanone"	"527"	"Prostate Cancer"	2	"22495442,21351299"
"2323"	"343"	"2,5-dichloro-4-bromophenol"	"527"	"Prostate Cancer"	1	"15774218"
"2324"	"3245"	"obovatol"	"527"	"Prostate Cancer"	2	"18241858,19834284"
"2325"	"2484"	"chebulinic acid"	"527"	"Prostate Cancer"	1	"12127233"
"2326"	"72"	"Phenyl Ethers"	"527"	"Prostate Cancer"	1	"25879502"
"2327"	"7852"	"afzelin"	"527"	"Prostate Cancer"	1	"26622852"
"2328"	"5616"	"epigallocatechin-3-(3''-O-methyl)gallate"	"527"	"Prostate Cancer"	1	"20628004"
"2329"	"418"	"thiophenol"	"527"	"Prostate Cancer"	1	"28102565"
"2330"	"1674"	"6-hydroxyestrogen 6-sulfate"	"527"	"Prostate Cancer"	1	"19022961"
"2331"	"858"	"2-(3-chloro-4-hydroxyphenyl)-2-(4-hydroxyphenyl)propane"	"527"	"Prostate Cancer"	2	"17955489,25991428"
"2332"	"5945"	"2',5'-dimethoxychalcone"	"527"	"Prostate Cancer"	1	"20199865"
"2333"	"1451"	"hispolon"	"527"	"Prostate Cancer"	1	"25842364"
"2334"	"6587"	"glycitin"	"527"	"Prostate Cancer"	1	"20404023"
"2335"	"6940"	"neobavaisoflavone"	"527"	"Prostate Cancer"	2	"24231449,21441621"
"2336"	"6478"	"cirsilineol"	"527"	"Prostate Cancer"	1	"22768128"
"2337"	"5963"	"3,5,2',4'-tetrahydroxychalcone"	"527"	"Prostate Cancer"	1	"21170936"
"2338"	"996"	"2,3-difluoro phenol"	"527"	"Prostate Cancer"	2	"29466808,22672984"
"2339"	"1262"	"4-dodecylaminophenol"	"527"	"Prostate Cancer"	2	"17092729,17955489"
"2340"	"4630"	"5,7,2',3'-tetrahydroxyflavone"	"527"	"Prostate Cancer"	1	"18359761"
"2341"	"4135"	"orcinol"	"527"	"Prostate Cancer"	2	"26826267,21796577"
"2342"	"5992"	"3-(3-hydroxy-4-methoxyphenyl)-1-(3,4,5-trimethoxyphenyl)prop-2-en-1-one"	"527"	"Prostate Cancer"	1	"22993307"
"2343"	"2332"	"lauryl gallate"	"527"	"Prostate Cancer"	1	"11931850"
"2344"	"4629"	"5,7,2'-trihydroxyflavone"	"527"	"Prostate Cancer"	1	"16230333"
"2345"	"2066"	"NSC 680410"	"527"	"Prostate Cancer"	1	"16956884"
"2346"	"4524"	"5-hydroxy-3',4',6,7-tetramethoxyflavone"	"527"	"Prostate Cancer"	2	"24148842,22429052"
"2347"	"4158"	"malabaricone C"	"527"	"Prostate Cancer"	1	"27072985"
"2348"	"1796"	"(10)-shogaol"	"527"	"Prostate Cancer"	1	"28872603"
"2349"	"903"	"vineatrol"	"527"	"Prostate Cancer"	1	"20522783"
"2350"	"6803"	"isoscutellarein"	"527"	"Prostate Cancer"	2	"26569200,26610436"
"2351"	"7810"	"rotenolone"	"527"	"Prostate Cancer"	1	"20804165"
"2352"	"6236"	"nymphaeol C"	"527"	"Prostate Cancer"	1	"21790499"
"2353"	"5854"	"2'-hydroxy-3,4,3',4',6'-pentamethoxychalcone"	"527"	"Prostate Cancer"	1	"28428276"
"2354"	"5500"	"pelargonidin-3-glucoside"	"527"	"Prostate Cancer"	2	"23199305,18211028"
"2355"	"7726"	"troxerutin"	"527"	"Prostate Cancer"	1	"27016192"
"2356"	"4588"	"breviscapine"	"527"	"Prostate Cancer"	1	"28628830"
"2357"	"4576"	"gossypetin"	"527"	"Prostate Cancer"	2	"28671312,16220564"
"2358"	"6952"	"isoangustone A"	"527"	"Prostate Cancer"	2	"23707764,20229524"
"2359"	"689"	"3,4-dixydroxyphenylethanol elenolic acid"	"527"	"Prostate Cancer"	1	"21805082"
"2360"	"7352"	"3',4',5'-trimethoxyflavonol"	"527"	"Prostate Cancer"	3	"28760528,26017621,22789812"
"2361"	"2242"	"atraric acid"	"527"	"Prostate Cancer"	4	"25203674,18627423,21796530,20965230"
"2362"	"1649"	"1,5-bis(2-hydroxyphenyl)-1,4-pentadien-3-one"	"527"	"Prostate Cancer"	2	"28038323,25961334"
"2363"	"5008"	"procyanidin B3"	"527"	"Prostate Cancer"	2	"29654773,20955177"
"2364"	"3646"	"1,5-bis(2-methoxyphenyl)penta-1,4-dien-3-one"	"527"	"Prostate Cancer"	1	"25961334"
"2365"	"7641"	"quercetin-3'-O-beta-D-glucopyranoside"	"527"	"Prostate Cancer"	2	"26805810,24938488"
"2366"	"4670"	"7,2',4',5'-tetramethoxyflavone"	"527"	"Prostate Cancer"	1	"23464460"
"2367"	"5557"	"cyanidin 3-galactoside"	"527"	"Prostate Cancer"	1	"12769521"
"2368"	"4986"	"5-hydroxy-7-methoxyflavone-(4' -O-8'')-5'',7''-dihydroxy-4'''-methoxyflavone"	"527"	"Prostate Cancer"	1	"24930002"
"2369"	"7803"	"LQB 118"	"527"	"Prostate Cancer"	2	"29105806,24794748"
"2370"	"5551"	"procyanidin B2-3,3'-di-O-gallate"	"527"	"Prostate Cancer"	4	"17331955,28876465,25552257,24191894"
"2371"	"6470"	"O-desmethylangolensin"	"527"	"Prostate Cancer"	2	"16925846,16372328"
"2372"	"2744"	"3,5-diisopropylsalicylic acid"	"527"	"Prostate Cancer"	1	"22313179"
"2373"	"7659"	"quercetin 7-rhamnoside"	"527"	"Prostate Cancer"	1	"25798940"
"2374"	"1804"	"guaiacylglycerol-beta-coniferyl ether"	"527"	"Prostate Cancer"	1	"18656936"
"2375"	"7229"	"silychristin"	"527"	"Prostate Cancer"	2	"18435416,16205633"
"2376"	"1658"	"3,5-bis(3,4,5-trimethoxybenzylidene)-1-methylpiperidine-4-one"	"527"	"Prostate Cancer"	1	"29228771"
"2377"	"1626"	"diacetylcurcumin"	"527"	"Prostate Cancer"	1	"26369539"
"2378"	"6938"	"5,7,3'-trihydroxy-3,4'-dimethoxyflavone"	"527"	"Prostate Cancer"	1	"29447469"
"2379"	"1553"	"dihydrocapsaicin"	"527"	"Prostate Cancer"	1	"19705615"
"2380"	"4712"	"morelloflavone"	"527"	"Prostate Cancer"	1	"19147565"
"2381"	"2491"	"punicalin"	"527"	"Prostate Cancer"	1	"19919114"
"2382"	"6037"	"6-methoxyflavanone"	"527"	"Prostate Cancer"	1	"24324518"
"2383"	"4248"	"4-(6-hydroxy-2-naphthyl)-1,3-benzenediol"	"527"	"Prostate Cancer"	2	"21424121,24100602"
"2384"	"4149"	"adipostatin A"	"527"	"Prostate Cancer"	1	"21751842"
"2385"	"142"	"1,5-bis(3-hydroxyphenyl)-1,4-pentadiene-3-one"	"527"	"Prostate Cancer"	2	"24297639,25690296"
"2386"	"7817"	"amorphigenin"	"527"	"Prostate Cancer"	1	"17125241"
"2387"	"1348"	"urushiol"	"527"	"Prostate Cancer"	1	"27667098"
"2388"	"322"	"N-methyl-4-aminophenol"	"527"	"Prostate Cancer"	2	"12417027,16203149"
"2389"	"1782"	"6-dehydrogingerdione"	"527"	"Prostate Cancer"	1	"28872603"
"2390"	"5949"	"2,2'-dihydroxychalcone"	"527"	"Prostate Cancer"	1	"16314891"
"2391"	"2379"	"ethyl m-digallate"	"527"	"Prostate Cancer"	1	"17331955"
"2392"	"7027"	"chrysosplenol D"	"527"	"Prostate Cancer"	1	"21469236"
"2393"	"165"	"r2-viniferin"	"527"	"Prostate Cancer"	1	"26331691"
"2394"	"2255"	"protocatechuic acid methyl ester"	"527"	"Prostate Cancer"	1	"25539472"
"2395"	"7210"	"luteolin-7-O-glucuronide"	"527"	"Prostate Cancer"	1	"27387399"
"2396"	"5006"	"procyanidin B1"	"527"	"Prostate Cancer"	1	"16474170"
"2397"	"7230"	"silydianin"	"527"	"Prostate Cancer"	2	"18435416,16205633"
"2398"	"7492"	"kaempferol 3-O-(3'',6''-di-O-E-p-coumaroyl)-beta-D-glucopyranoside"	"527"	"Prostate Cancer"	1	"18211028"
"2399"	"705"	"vitisin A"	"527"	"Prostate Cancer"	1	"26111475"
"2400"	"2607"	"amorfrutin A"	"527"	"Prostate Cancer"	1	"26731300"
"2401"	"4748"	"kazinol B"	"527"	"Prostate Cancer"	1	"23447335"
"2402"	"6626"	"cajanol"	"527"	"Prostate Cancer"	1	"23420757"
"2403"	"6789"	"5,7-dihydroxy-3-(3-hydroxy-4-methoxybenzyl)-6-methoxychroman-4-one"	"527"	"Prostate Cancer"	1	"23420757"
"2404"	"2550"	"urolithin C"	"527"	"Prostate Cancer"	3	"19919114,23436427,26307544"
"2405"	"747"	"1,7-bis(4-hydroxyphenyl)-1,4,6-heptatrien-3-one"	"527"	"Prostate Cancer"	1	"26827161"
"2406"	"6664"	"8-hydroxydaidzein"	"527"	"Prostate Cancer"	1	"16372328"
"2407"	"4102"	"ardisiphenol D"	"527"	"Prostate Cancer"	2	"21751842,24392814"
"2408"	"1423"	"Cancell"	"527"	"Prostate Cancer"	1	"25284475"
"2409"	"5046"	"4'-methoxyflavone"	"527"	"Prostate Cancer"	1	"24930002"
"2410"	"4203"	"methyl orsellinate"	"527"	"Prostate Cancer"	1	"21796577"
"2411"	"6143"	"5-(O-prenyl)naringenin-4',7-diacetate"	"527"	"Prostate Cancer"	1	"16678392"
"2412"	"5320"	"xanthohumol D"	"527"	"Prostate Cancer"	1	"23434138"
"2413"	"4046"	"3-hydroxyphloretin"	"527"	"Prostate Cancer"	1	"25230777"
"2414"	"2420"	"epigallocatechin-3-O-(3''-O-methyl)-gallate"	"527"	"Prostate Cancer"	1	"22452782"
"2415"	"4901"	"myricetin 3-O-(4''-acetyl)rhamnopyranoside"	"527"	"Prostate Cancer"	1	"16636967"
"2416"	"4219"	"baeomycesic acid"	"527"	"Prostate Cancer"	1	"21796577"
"2417"	"1865"	"4-chloro-2-cresol"	"527"	"Prostate Cancer"	1	"10797495"
"2418"	"531"	"dehydrodiconiferyl alcohol"	"527"	"Prostate Cancer"	1	"18656936"
"2419"	"5648"	"4'-O-methylepigallocatechin"	"527"	"Prostate Cancer"	2	"20628004,18641202"
"2420"	"901"	"epicatechin dimer B2"	"527"	"Prostate Cancer"	1	"21205921"
"2421"	"1586"	"hydrazinobenzoylcurcumin"	"527"	"Prostate Cancer"	1	"25704883"
"2422"	"5611"	"epiafzelechin"	"527"	"Prostate Cancer"	1	"25230777"
"2423"	"2553"	"4-hydroxymercuribenzoate"	"527"	"Prostate Cancer"	1	"9816319"
"2424"	"5332"	"MHY336"	"527"	"Prostate Cancer"	1	"21376033"
"2425"	"2307"	"vicanicin"	"527"	"Prostate Cancer"	1	"22063921"
"2426"	"2287"	"pannarin"	"527"	"Prostate Cancer"	1	"17075315"
"2427"	"4269"	"2-methoxy-4-hydroxy-6-pentadecyl-benzene-1-O-acetate"	"527"	"Prostate Cancer"	1	"21751842"
"2428"	"1648"	"(1E,4E)-1,5-bis(2-methoxyphenyl)penta-1,4-dien-3-one"	"527"	"Prostate Cancer"	1	"29174816"
"2429"	"4196"	"ardisiphenol A"	"527"	"Prostate Cancer"	1	"24392814"
"2430"	"5730"	"2'-hydroxy-4-methylsulfonylchalcone"	"527"	"Prostate Cancer"	2	"25192452,23877542"
"2431"	"3408"	"4-phenoxyphenol"	"527"	"Prostate Cancer"	1	"24348813"
"2432"	"5474"	"myricetin-3-O-galactopyranoside"	"527"	"Prostate Cancer"	1	"16636967"
"2433"	"2392"	"1,6-di-O-galloyl-beta-D-glucose"	"527"	"Prostate Cancer"	1	"26805810"
"2434"	"171"	"p-decylaminophenol"	"527"	"Prostate Cancer"	1	"17092729"
"2435"	"5724"	"3,2'-dihydroxy-4',6'-dimethoxychalcone"	"527"	"Prostate Cancer"	1	"22495442"
"2436"	"3623"	"1,1-dichloro-2-(4-methoxyphenyl)-3-phenylcyclopropane"	"527"	"Prostate Cancer"	1	"18367102"
"2437"	"7342"	"irisdichotin A"	"527"	"Prostate Cancer"	1	"27476422"
"2438"	"2464"	"camelliin B"	"527"	"Prostate Cancer"	1	"11684320"
"2439"	"4252"	"4,6-diacetylresorcinol"	"527"	"Prostate Cancer"	1	"22115618"
"2440"	"3798"	"n-hexyl vanillate"	"527"	"Prostate Cancer"	1	"28920447"
"2441"	"3383"	"(2-(2-(4-chlorobenzyloxy)phenoxy)ethyl)-(2-(2,6-dimethoxyphenoxy)ethyl)amine"	"527"	"Prostate Cancer"	2	"25481381,16302814"
"2442"	"6853"	"3'-hydroxydaidzein"	"527"	"Prostate Cancer"	1	"16372328"
"2443"	"5901"	"2,4',6'-trihydroxy-3'-prenylchalcone"	"527"	"Prostate Cancer"	1	"17726738"
"2444"	"5846"	"2',6'-dihydroxy-4'-methoxydihydrochalcone"	"527"	"Prostate Cancer"	1	"20714300"
"2445"	"6683"	"5,7,4'-trihydroxy-3'-(3-hydroxy-3-methylbutyl)isoflavone"	"527"	"Prostate Cancer"	1	"15938138"
"2446"	"5863"	"nicolaioidesin C"	"527"	"Prostate Cancer"	1	"22120630"
"2447"	"886"	"4-(2-hydroxyphenyl)but-3-en-2-one"	"527"	"Prostate Cancer"	1	"28920346"
"2448"	"6314"	"2-(4-(dimethylamino)phenyl)-7,8-dihydroxy-4H-chromen-4-one"	"527"	"Prostate Cancer"	1	"22768128"
"2449"	"6003"	"boesenbergin A"	"527"	"Prostate Cancer"	1	"22358425"
"2450"	"2848"	"3-methoxysalicylic acid"	"527"	"Prostate Cancer"	2	"22313179,16024637"
"2451"	"5523"	"cinnamtannin A2"	"527"	"Prostate Cancer"	1	"28798415"
"2452"	"5140"	"5-hydroxy-6,7-dimethoxyflavone"	"527"	"Prostate Cancer"	1	"21351299"
"2453"	"6957"	"6,6,8-triethyldesmosdumotin B"	"527"	"Prostate Cancer"	1	"23293751"
"2454"	"6229"	"2-hydroxynaringenin 4'-O-beta-D-glucopyranoside"	"527"	"Prostate Cancer"	1	"24938488"
"2455"	"23"	"Bromcresol Green"	"527"	"Prostate Cancer"	1	"25462156"
"2456"	"2095"	"farnesyl-O-acetylhydroquinone"	"527"	"Prostate Cancer"	1	"14643448"
"2457"	"20"	"Cresols"	"527"	"Prostate Cancer"	1	"21227691"
"2458"	"4531"	"skullcapflavone II"	"527"	"Prostate Cancer"	1	"15897592"
"2459"	"4523"	"hypolaetin-8-glucoside"	"527"	"Prostate Cancer"	2	"26569200,26610436"
"2460"	"6429"	"7,4'-di-O-methylisoscutellarein"	"527"	"Prostate Cancer"	2	"26569200,26610436"
"2461"	"7219"	"luteolin 7-O-(6''-O-acetylglucoside)"	"527"	"Prostate Cancer"	1	"19292464"
"2462"	"4775"	"I3,II8-binaringenin"	"527"	"Prostate Cancer"	1	"16163823"
"2463"	"583"	"2-fluoro-4-nitrophenol"	"527"	"Prostate Cancer"	1	"17351127"
"2464"	"2891"	"amorfrutin B"	"527"	"Prostate Cancer"	1	"26731300"
"2465"	"6167"	"dichamanetin"	"527"	"Prostate Cancer"	1	"24324069"
"2466"	"3636"	"2-phenyl-5-(pyrrolidin-1-yl)-1-(3,4,5-trimethoxybenzyl)-1H-benzimidazole"	"527"	"Prostate Cancer"	1	"20649571"
"2467"	"4705"	"eupalitin 3-O-galactopyranoside"	"527"	"Prostate Cancer"	1	"26493029"
"2468"	"278"	"2,4-dichlorophenol"	"527"	"Prostate Cancer"	1	"16107550"
"2469"	"3604"	"labedipinedilol A"	"527"	"Prostate Cancer"	1	"19056458"
"2470"	"408"	"2-bromo-(4-hydroxyphenyl)-1-propene"	"527"	"Prostate Cancer"	1	"27174797"
"2471"	"7676"	"quercetin-6-C-beta-D-glucopyranoside"	"527"	"Prostate Cancer"	1	"26476001"
"2472"	"5104"	"sudachitin"	"527"	"Prostate Cancer"	1	"22438130"
"2473"	"2460"	"cornusiin B"	"527"	"Prostate Cancer"	1	"26805810"
"2474"	"2461"	"cornusiin A"	"527"	"Prostate Cancer"	1	"26805810"
"2475"	"1387"	"3-(pentadec-10-enyl)catechol"	"527"	"Prostate Cancer"	1	"19007765"
"2476"	"745"	"2,6-di-tert-butyl-4-(3-hydroxy-2,2-dimethylpropyl)phenol"	"527"	"Prostate Cancer"	1	"28424220"
"2477"	"3160"	"2,2'-oxybis(4-allyl-1-methoxybenzene)"	"527"	"Prostate Cancer"	1	"28138251"
"2478"	"5331"	"kazinol Q"	"527"	"Prostate Cancer"	1	"23447335"
"2479"	"808"	"4-(7-hydroxy-2,2,4-trimethyl-chroman-4-yl)benzene-1,3-diol"	"527"	"Prostate Cancer"	1	"23447335"
"2480"	"2926"	"4-(N-(4-cyclohexylbenzyl)-2-(N,2,4,6-tetramethylphenylsulfonamido)acetamido)-2-hydroxybenzoic acid"	"527"	"Prostate Cancer"	1	"22148584"
"2481"	"4623"	"myricetin 3-O-glucuronide"	"527"	"Prostate Cancer"	1	"19731038"
"2482"	"5450"	"linderone A"	"527"	"Prostate Cancer"	1	"23173924"
"2483"	"1473"	"isocordoin"	"527"	"Prostate Cancer"	1	"26213910"
"2484"	"5731"	"4'-chloro-2'-hydroxy-4-methylsulfonylchalcone"	"527"	"Prostate Cancer"	1	"23877542"
"2485"	"5892"	"2',3'-dihydroxy-4',6'-dimethoxydihydrochalcone"	"527"	"Prostate Cancer"	1	"20714300"
"2486"	"7241"	"7-O-galloylsilybin"	"527"	"Prostate Cancer"	1	"23555889"
"2487"	"2148"	"smenospondiol"	"527"	"Prostate Cancer"	1	"24865416"
"2488"	"7282"	"hovenitin III"	"527"	"Prostate Cancer"	1	"24938488"
"2489"	"5709"	"2'-hydroxy-2,4,4',5,6'-pentamethylchalcone"	"527"	"Prostate Cancer"	1	"28428276"
"2490"	"913"	"mahkoside A"	"527"	"Prostate Cancer"	1	"23044367"
"2491"	"6584"	"dihydrodaidzein"	"527"	"Prostate Cancer"	1	"16372328"
"2492"	"6635"	"6-hydroxydaidzein"	"527"	"Prostate Cancer"	1	"16372328"
"2493"	"3028"	"N-acetyl-S-(alpha-methyl-4-(2-methylpropyl)benzeneacetyl)cysteine 4-(nitrooxy)butyl ester"	"527"	"Prostate Cancer"	1	"15201807"
"2494"	"5290"	"(2'R)-4'-hydroxyemoroidocarpan"	"527"	"Prostate Cancer"	1	"20804165"
"2495"	"5292"	"pongavilleanine"	"527"	"Prostate Cancer"	1	"20804165"
"2496"	"5291"	"epipervilline"	"527"	"Prostate Cancer"	1	"20804165"
"2497"	"5702"	"ONO4140"	"527"	"Prostate Cancer"	1	"24835034"
"2498"	"1864"	"clofoctol"	"527"	"Prostate Cancer"	1	"24903412"
"2499"	"6885"	"fenzhimine B"	"527"	"Prostate Cancer"	1	"26950610"
"2500"	"4954"	"chrysoplenetin"	"527"	"Prostate Cancer"	1	"21469236"
"2501"	"1591"	"cyclovalone"	"527"	"Prostate Cancer"	1	"9538139"
"2502"	"5638"	"Capsibiol-T"	"527"	"Prostate Cancer"	1	"15922855"
"2503"	"5403"	"sinapyl alcohol 9-O-(E)-p-coumaroyl-4-O-beta-D-glucopyanoside"	"527"	"Prostate Cancer"	1	"21657076"
"2504"	"5459"	"5,7-dihydroxy-2-(1,2-isopropyldioxy-4-oxo-cyclohex-5-enyl)-chromen-4-one"	"527"	"Prostate Cancer"	1	"21657076"
"2505"	"6025"	"5-hydroxy-2-(1'-hydroxy-4'-oxo-cyclohex-2'-en-1'-yl)-6,7-dimethoxy-2,3-dihydro-4H-chromen-4-one"	"527"	"Prostate Cancer"	1	"21657076"
"2506"	"4354"	"alopecurone A"	"527"	"Prostate Cancer"	1	"27696895"
"2507"	"174"	"2,2'-((ethane-1,2-diylbis(azanediyl))bis(ethane-1,1-diyl))diphenol"	"527"	"Prostate Cancer"	1	"22056177"
"2508"	"2094"	"geranyl-O-acetylhydroquinone"	"527"	"Prostate Cancer"	1	"14643448"
"2509"	"7896"	"cyclohexenyl chalcone"	"527"	"Prostate Cancer"	1	"22120630"
"2510"	"6631"	"fujiflavone P40"	"527"	"Prostate Cancer"	1	"14656947"
"2511"	"3913"	"1,3,5-trimethoxybenzene"	"527"	"Prostate Cancer"	1	"20877240"
"2512"	"6705"	"soy isoflavone aglycone"	"527"	"Prostate Cancer"	1	"14664516"
"2513"	"4074"	"pyrogallol 1,3-dimethyl ether"	"527"	"Prostate Cancer"	1	"25879502"
"2514"	"5392"	"amyrisin C"	"527"	"Prostate Cancer"	1	"22260294"
"2515"	"5391"	"amyrisin B"	"527"	"Prostate Cancer"	1	"22260294"
"2516"	"5390"	"amyrisin A"	"527"	"Prostate Cancer"	1	"22260294"
"2517"	"4920"	"isobavachin"	"527"	"Prostate Cancer"	1	"28512306"
"2518"	"104"	"Flavonoids"	"494"	"Colon Cancer"	201	"29579978,20561027,21491996,26416794,24398569,28259937,29423046,29883784,25175673,21872580,15881322,23859040,28110189,28955240,22407803,19885574,15909122,12866025,10579870,28849234,25337553,26547532,17197076,22526619,19994890,26958937,24528358,21741427,29698783,10418944,27760539,22449725,27113311,25034000,19139819,24354186,29063088,23210512,23975834,28385566,19719238,16248588,23973682,21074525,16140950,15725655,23773626,29926299,23317880,23137376,15163544,23645467,23337959,15214488,23722601,23201840,24095020,23434138,29303970,25840992,15800915,27920817,27876336,23686257,15586239,29425820,25771121,25554015,25173561,29389889,21954369,14754875,25892545,17176222,27745695,25186940,23173924,28694750,14969337,22768128,23453831,20923189,21298326,18974136,26408343,15173424,7543732,25582488,23159065,22083314,26404080,24168160,15139523,12094622,29373904,28287469,15996021,25931350,20633549,29442390,24099426,27064876,22870126,14614451,22849519,22135890,25223958,10443335,26963142,15221776,21351299,27664007,28825571,23435631,15274140,17227049,26045985,28951762,29403999,21964875,23442980,29552109,29348836,20309799,15452831,22906240,25331269,29244711,20648923,10919656,17381106,29076434,16131149,20429956,24660462,18806956,26646778,9163681,12358448,26344038,9215855,16545824,16540225,28496481,22300907,25359775,21657076,28626743,23504630,28930257,17636936,24824323,16369997,22142698,24930002,14645680,27669205,27279256,26434271,24729227,18351577,27059855,27616072,21875046,25239551,22685350,23842450,21075159,17347140,12002801,12780904,9018079,10654159,25421414,12718627,15203384,20384315,26901186,16365058,10851447,24818141,16314920,23479391,15237940,18375960,8108270,29217339,8134418,28122160,26593537,11975496,28029227,10851454,26234140,29338226,14640528,12762790,20939605,10851476,15051062,28539721"
"2519"	"8"	"Curcumin"	"494"	"Colon Cancer"	149	"29084689,18339878,22551677,27614381,15489172,22628241,11396178,24274397,21694723,8844727,21475877,15073046,23686430,24496855,27604683,11566484,22841393,19331178,27787644,18794115,27895783,25418925,15271854,20472336,27390600,29673545,12406558,27445823,18423603,15205359,23985704,23194063,16302093,26672603,25640947,24144778,12466962,24078402,23245566,21183341,27889234,17928719,28870897,25431425,20332435,20079215,10557090,28967875,19723094,15893313,15139522,21629182,25458791,28994313,14604899,17922140,16170359,29058812,22997162,19331692,29641445,16340194,12633846,20473900,25839235,9422331,28573788,19838927,25238234,21180609,15340658,17918158,29368356,29273065,17044774,16737669,15843753,24859389,25061290,29311914,26850372,29744415,23357628,18348204,12881017,26833194,24465712,15139523,24570592,26308760,29277765,12130688,29294495,27060762,24581747,27293144,21035530,24936217,15140256,21774804,22178266,24256565,27128654,22830632,26985708,28000198,22204522,23544170,19956394,23460897,21051827,25451013,24438326,16166455,23894315,20232614,17330230,25277658,23305919,26108778,22440624,15841493,25824783,26217691,26515041,20060305,26570985,24098980,23505424,28716495,27241019,24591829,27270752,27107900,26826259,9973206,24725028,27801454,27280934,23125222,20201417,23025432,29525163,29291882,27701049,28415431,27404761,27612787,23987403"
"2520"	"96"	"Polyphenols"	"494"	"Colon Cancer"	125	"24970012,21437031,26303273,20561027,24274397,21391128,16448212,28294332,24478544,23093841,18367875,11481417,22216935,29673545,16797120,27038915,12819184,26310874,23996930,24518414,15936648,27603595,29137335,16524888,9600345,16248588,28870897,16508969,26902888,18262392,9095331,22218562,26118420,28787469,23201840,18852136,28090275,21467134,20682710,25952326,19035659,28870200,15759309,26577496,17192871,23650147,17651061,23752101,18522405,18061431,12902349,29337349,25815689,25188358,19426686,25582488,20694292,21627076,23159065,22083314,17542601,24168160,12094622,18029474,15860507,27538679,17999988,15308587,15790589,23859043,15113149,21035530,25857357,23476753,22178266,28494341,26984176,21058188,29241580,12430003,29920075,24359816,19753610,20648923,10919656,23460897,16131149,28937798,16540225,22300907,28009871,24324066,17330230,25038707,20730438,21736387,26056816,26842614,12880319,27760368,18351577,20836978,27103343,25239551,27957845,29258268,28987377,21075159,12002801,28124843,17442116,17378580,22919439,23319439,14760392,29217339,28531972,19527781,23827601,14640528,17348670,22887153,29391211,19127731,22417564"
